RID,GENERIC_CASE_ID,GENERIC_OFFENDER_ID,CHARGE_NUMBER,SENTENCE_YEAR,RACE,GENDER,AGE_GROUP,OFFENSE,OFFENSE_TYPE,HOMICIDE_TYPE,OFFENSE_SEVERITY_GROUP,SENTENCE_TYPE,SENTENCE_IMPOSED_MONTHS,SENTENCE_SUSPENDED_MONTHS,SENTENCE_TO_SERVE_MONTHS,SENTENCE_PROBATION_MONTHS,VVCA_AMT,FINE_AMT,RESTITUTION_AMT,FINE_SUSPENDED_AMT,GIS_ID,CREATED,EDITED,Normal_Age
22190,1297978,4316006,2,2010,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22114,,,26
22191,8380490,7482846,1,2010,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_22115,,,25
22192,225544,7515181,1,2010,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Long Split,18,8,10,18,100,,,,Felony_Sentences_22116,,,36
22193,6080041,3880484,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,16,10,6,12,100,,,,Felony_Sentences_22117,,,44
22194,7106838,8981678,1,2010,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,18,18,0,12,100,,,,Felony_Sentences_22118,,,46
22195,9824580,4316308,3,2010,Black,M,22-30,Burglary One,Property,,M5,Incarceration,100,0,100,0,100,0,0,0,Felony_Sentences_22119,,,28
22196,9824580,4316308,4,2010,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,24,0,24,0,100,100,0,0,Felony_Sentences_22120,,,26
22197,20647,9786414,1,2010,Black,M,31-40,Pandering,Sex,,M9,Incarceration,20,0,20,0,200,,,,Felony_Sentences_22121,,,33
22198,2800551,7109537,1,2010,Black,M,22-30,Unarmed Carjacking,Violent,,M3,Incarceration,180,0,180,0,100,0,0,0,Felony_Sentences_22122,,,28
22199,2800551,7109537,2,2010,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_22123,,,24
22200,2800551,7109537,3,2010,Black,M,22-30,Robbery,Violent,,M5,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_22124,,,25
22201,2800551,7109537,4,2010,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,100,0,0,0,Felony_Sentences_22125,,,28
22202,6540278,5535269,1,2010,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,16,0,16,0,100,,,,Felony_Sentences_22126,,,37
22203,7961070,2644308,1,2010,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22127,,,36
22204,7017297,5034438,1,2010,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,24,24,0,18,150,,,,Felony_Sentences_22128,,,26
22205,3044797,5535269,1,2010,Black,M,31-40,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22129,,,36
22206,9135695,7852344,1,2010,Black,M,61-70,Fourth Degree Sex Abuse- Others,Sex,,M8,Short Split,12,11,1,60,100,,,,Felony_Sentences_22130,,,66
22207,9135695,7852344,3,2010,Black,M,61-70,Fourth Degree Sex Abuse- Others,Sex,,M8,Short Split,12,11,1,60,100,,,,Felony_Sentences_22131,,,67
22208,7207870,3527461,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,6,0,6,0,100,,,,Felony_Sentences_22132,,,46
22209,5076938,8649844,1,2010,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,60,0,60,0,100,,,,Felony_Sentences_22133,,,20
22210,5076938,8649844,2,2010,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,84,0,84,0,400,,,,Felony_Sentences_22134,,,19
22211,5076938,8649844,4,2010,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22135,,,19
22212,9646142,3523317,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22136,,,44
22614,9269648,1644992,1,2010,White,F,51-60,Obtain Controlled Substance By Fraud,Drug,,D3,Probation,1,1,0,14,250,500,,,Felony_Sentences_22137,,,54
22615,3328440,2208223,1,2010,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22138,,,25
22616,3216711,5219918,2,2010,Black,M,41-50,Aggravated Assault Knowingly,Violent,,M4,Incarceration,96,0,96,0,300,0,0,0,Felony_Sentences_22139,,,48
22617,3216711,5219918,7,2010,Black,M,41-50,Obstructing Justice,Other,,M5,Incarceration,48,0,48,0,300,0,0,0,Felony_Sentences_22140,,,46
22618,3216711,5219918,8,2010,Black,M,41-50,Obstructing Justice,Other,,M5,Incarceration,48,0,48,0,300,0,0,0,Felony_Sentences_22141,,,45
22619,8254841,4521235,1,2010,Black,F,22-30,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,18,100,0,0,0,Felony_Sentences_22142,,,27
22620,8748710,283851,1,2010,Black,M,18-21,Robbery,Violent,,M8,Short Split,6,6,1,12,100,,,,Felony_Sentences_22143,,,18
22621,9363518,905534,1,2010,Black,M,41-50,Felon in Possession,Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_22144,,,46
22622,1571321,5910693,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,24,18,6,12,150,,,,Felony_Sentences_22145,,,46
22623,7366206,7575796,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,12,12,0,12,100,,,,Felony_Sentences_22146,,,46
22624,7291105,8464629,1,2010,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_22147,,,57
22625,6401062,2768611,1,2010,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22148,,,25
22626,6401062,2768611,2,2010,Black,M,22-30,Felon in Possession,Weapon,,M7,Incarceration,36,0,36,0,100,,,,Felony_Sentences_22149,,,24
22627,1632273,8820477,3,2010,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0,Felony_Sentences_22150,,,33
22628,1632273,8820477,4,2010,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M4,Incarceration,120,0,120,0,100,0,0,0,Felony_Sentences_22151,,,35
22629,1632273,8820477,5,2010,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,32,0,32,0,100,0,0,0,Felony_Sentences_22152,,,34
22630,1632273,8820477,6,2010,Black,M,31-40,Carry Dangerous Weapon- Felony,Weapon,,M8,Incarceration,32,0,32,0,100,0,0,0,Felony_Sentences_22153,,,33
22631,5617653,5659129,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_22154,,,47
22632,9999331,3933127,1,2010,Black,F,22-30,Second Degree Cruelty to Children Grave Risk,Other,,M8,Short Split,24,24,1,12,100,,,,Felony_Sentences_22155,,,28
22633,3570382,8675475,1,2010,Black,M,31-40,Theft First Degree,Property,,M8,Probation,20,20,0,60,100,,,,Felony_Sentences_22156,,,38
22634,2916173,6871437,1,2010,Black,F,41-50,Prisoner Escape,Other,,M9,Incarceration,5,0,5,0,100,,,,Felony_Sentences_22157,,,42
22635,2085772,9233069,1,2010,Black,M,18-21,Third Degree Sex Abuse- Force,Sex,,M7,Incarceration,18,0,18,0,500,,,,Felony_Sentences_22158,,,19
22636,5861160,1398557,1,2010,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M6,Incarceration,15,0,15,0,450,0,0,0,Felony_Sentences_22159,,,35
22637,901466,3769419,1,2010,Black,M,22-30,Robbery,Violent,,M8,Incarceration,20,0,20,0,100,,,,Felony_Sentences_22160,,,24
22638,5926158,6268997,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,20,14,6,12,100,,,,Felony_Sentences_22161,,,44
22639,9487259,3420718,1,2010,Black,M,18-21,Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,135,,Felony_Sentences_22162,,,19
22640,9487259,3420718,2,2010,Black,M,18-21,Robbery,Violent,,M6,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22163,,,19
22641,9487259,3420718,3,2010,Black,M,18-21,Robbery,Violent,,M8,Incarceration,6,0,6,0,100,,,,Felony_Sentences_22164,,,19
22642,6950178,1812931,1,2010,Black,F,41-50,Distribution Of a Controlled Substance,Drug,,D2,Short Split,6,6,1,6,100,,,,Felony_Sentences_22165,,,46
22643,3759785,2415031,1,2010,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,12,12,1,12,100,,,,Felony_Sentences_22166,,,46
22644,2351208,9342948,1,2010,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_22167,,,26
22645,8325137,2631614,1,2010,White,F,31-40,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,96,0,96,0,100,,,,Felony_Sentences_22168,,,35
22646,6157522,6769069,1,2010,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,28,0,28,0,100,0,0,0,Felony_Sentences_22169,,,25
22647,9325990,2166129,1,2010,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,29,0,29,0,100,,,,Felony_Sentences_22170,,,47
22648,340466,7315654,1,2010,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Short Split,24,18,6,18,100,,,,Felony_Sentences_22171,,,24
22649,340466,7315654,2,2010,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,18,6,18,100,,,,Felony_Sentences_22172,,,26
22650,5195569,8108706,1,2010,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,6,0,6,0,100,0,0,0,Felony_Sentences_22173,,,35
22651,7402192,1839597,1,2010,Black,M,51-60,Burglary Two,Property,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22174,,,53
21035,7897411,1477901,1,2011,Black,M,41-50,Felon in Possession,Weapon,,M7,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22175,,,46
21036,8663247,270581,1,2011,Black,M,51-60,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,18,200,,,,Felony_Sentences_22176,,,53
21037,1680885,2213215,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,14,14,1,18,100,,,,Felony_Sentences_22177,,,34
21038,1776780,3094179,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Short Split,12,9,3,12,250,,,,Felony_Sentences_22178,,,24
21039,1083413,6756516,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,750,,,,Felony_Sentences_22179,,,25
21040,4143645,8793226,1,2011,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22180,,,54
21041,6650622,5969346,1,2011,Other or Unknown,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,8,4,12,100,,,,Felony_Sentences_22181,,,19
21042,1840636,9267063,1,2011,Black,M,18-21,Receiving Stolen Property $1000 or More,Property,,M9,Probation,6,6,0,24,100,,,,Felony_Sentences_22182,,,19
21043,3696534,9866541,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,10,6,4,18,100,,,,Felony_Sentences_22183,,,46
21044,1577107,3534077,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,"1,500",,,,Felony_Sentences_22184,,,45
21045,7714734,268617,1,2011,Black,M,22-30,Fourth Degree Sex Abuse- Others,Sex,,M8,Probation,20,20,0,36,100,,,,Felony_Sentences_22185,,,28
21046,1201600,1976732,1,2011,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,18,1,36,100,,,,Felony_Sentences_22186,,,52
21047,3002608,960245,1,2011,Other or Unknown,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,9,8,1,12,100,,,,Felony_Sentences_22187,,,36
21048,915363,800454,1,2011,Black,M,18-21,"Escape, (From Officer)",Other,,M9,Incarceration,6,0,6,0,100,,,,Felony_Sentences_22188,,,19
21049,9203095,3943284,1,2011,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,12,12,1,12,250,,,,Felony_Sentences_22189,,,18
21050,6233304,4132751,1,2011,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,36,0,36,0,100,,,,Felony_Sentences_22190,,,44
21051,932674,2933503,1,2011,Black,M,,Unlawful Possession of Liquid PCP,Drug,,D3,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22191,,,0
21052,5034158,3493752,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,750,,,,Felony_Sentences_22192,,,23
21053,2039657,7891585,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Incarceration,7,0,7,0,100,,,,Felony_Sentences_22193,,,24
21054,6693841,4227236,2,2011,Black,M,,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,9,9,0,24,100,0,0,0,Felony_Sentences_22194,,,0
21055,3151792,6721418,1,2011,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,20,0,20,0,100,,,,Felony_Sentences_22195,,,24
21056,3659656,4468571,1,2011,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,14,0,14,0,100,,,,Felony_Sentences_22196,,,56
21057,9515336,3903402,1,2011,Other or Unknown,M,22-30,Fraud 1st Deg $1000 or More,Other,,M9,Probation,6,6,0,60,100,0,"12,545",0,Felony_Sentences_22197,,,25
21058,4118567,47556,1,2011,Black,F,22-30,Fraud 1st Deg $1000 or More,Other,,M9,Probation,4,4,0,60,100,0,"19,112",0,Felony_Sentences_22198,,,26
21059,8557349,4256906,1,2011,Black,M,,Attempt to Commit Robbery,Violent,,M8,Short Split,6,6,1,12,100,,,,Felony_Sentences_22199,,,0
21060,3591761,7832806,1,2011,Black,M,41-50,Second Degree Child Sex Abuse,Sex,,M8,Long Split,24,12,12,24,100,,,,Felony_Sentences_22200,,,43
21061,9804771,6877678,1,2011,White,M,22-30,Theft First Degree,Property,,M8,Probation,12,12,0,12,100,,,,Felony_Sentences_22201,,,26
21062,9420192,5674797,1,2011,Black,,22-30,Distribution Of a Controlled Substance,Drug,,D2,Long Split,24,14,10,18,100,,,,Felony_Sentences_22202,,,25
21063,5061806,4391132,1,2011,Other or Unknown,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,16,16,0,18,100,,,,Felony_Sentences_22203,,,34
21064,5061806,4391132,3,2011,Other or Unknown,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Probation,16,16,0,18,100,,,,Felony_Sentences_22204,,,36
21065,1920200,6004627,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Short Split,24,18,6,24,100,0,0,0,Felony_Sentences_22205,,,19
21066,1920200,6004627,2,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Short Split,24,18,6,24,100,0,0,0,Felony_Sentences_22206,,,19
21067,4185763,4497117,2,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,28,0,28,0,100,,,,Felony_Sentences_22207,,,34
21068,4185763,4497117,3,2011,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,28,0,28,0,100,,,,Felony_Sentences_22208,,,32
21069,6219259,3472984,1,2011,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22209,,,19
21070,8798373,3716209,1,2011,Black,M,41-50,Extortion,Other,,M8,Short Split,12,9,3,36,100,,,,Felony_Sentences_22210,,,46
21628,295294,9798844,1,2011,Black,F,41-50,Burglary Two,Property,,M8,Short Split,18,18,1,18,100,500,,0,Felony_Sentences_22211,,,45
21629,7821513,4041582,1,2011,Black,M,22-30,Prison Breach,Other,,M9,Incarceration,9,0,9,0,100,0,0,0,Felony_Sentences_22212,,,26
21630,1116058,7392535,1,2011,Black,F,41-50,Bail Reform Act -Felony,Other,,M9,Short Split,18,12,6,18,100,0,0,0,Felony_Sentences_22213,,,45
21631,8922244,3587010,1,2011,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,16,10,6,12,100,0,0,0,Felony_Sentences_22214,,,36
21632,7229620,8018995,1,2011,Black,M,18-21,First Degree Child Sex Abuse,Sex,,M6,Incarceration,39,0,39,0,100,,,,Felony_Sentences_22215,,,19
21633,9337225,5257456,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D4,Incarceration,10,0,10,0,100,,,,Felony_Sentences_22216,,,45
21634,3167368,5494950,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,12,0,12,0,100,0,0,0,Felony_Sentences_22217,,,25
21635,8847457,8883155,1,2011,Black,M,61-70,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,,,,Felony_Sentences_22218,,,65
21636,7793943,5878400,1,2011,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Short Split,6,6,1,12,100,,,,Felony_Sentences_22219,,,26
21637,8217040,6472601,1,2011,Black,M,18-21,Robbery,Violent,,M8,Probation,15,15,0,18,100,0,0,0,Felony_Sentences_22220,,,20
21638,1296976,487883,1,2011,Black,M,18-21,Contempt - Felony,Other,,M9,Short Split,1,1,1,18,100,,,,Felony_Sentences_22221,,,20
21639,6478358,7119297,1,2011,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22222,,,27
21640,3398545,4115268,1,2011,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Probation,12,12,0,24,100,0,0,0,Felony_Sentences_22223,,,37
21641,9779578,6537790,1,2011,Black,F,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,50,0,50,0,100,0,0,0,Felony_Sentences_22224,,,33
21642,9234756,5957773,1,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,12,9,3,36,100,,,,Felony_Sentences_22225,,,28
21643,531390,2517132,2,2011,Black,M,31-40,Unlawful Possession of a Firearm,Weapon,,M7,Long Split,18,6,12,12,100,,,,Felony_Sentences_22226,,,35
21644,1070548,6889033,1,2011,Black,M,41-50,Bail Reform Act -Felony,Other,,M9,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22227,,,44
21645,9335653,6371346,1,2011,Black,M,31-40,Aggravated Assault Knowingly,Violent,,M6,Short Split,18,18,1,24,100,0,0,0,Felony_Sentences_22228,,,34
21646,4033828,5551806,2,2011,White,F,41-50,Fraud 1st Deg $1000 or More,Other,,M9,Short Split,12,10,2,36,100,0,"8,679.97",0,Felony_Sentences_22229,,,43
21647,4032951,3159073,1,2011,Black,M,18-21,Robbery,Violent,,M6,Incarceration,54,0,54,0,100,,,,Felony_Sentences_22230,,,19
21648,4032951,3159073,2,2011,Black,M,18-21,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,36,0,36,0,100,,,,Felony_Sentences_22231,,,19
21649,3311198,147802,1,2011,Black,M,22-30,First Degree Sex Abuse- Force,Sex,,M5,Incarceration,108,0,108,0,100,,,,Felony_Sentences_22232,,,25
21650,3311198,147802,2,2011,Black,M,22-30,First Degree Sex Abuse- Force,Sex,,M5,Incarceration,108,0,108,0,100,,,,Felony_Sentences_22233,,,24
21651,6620536,6735676,1,2011,Black,M,22-30,Burglary Two,Property,,M8,Incarceration,10,0,10,0,100,,,,Felony_Sentences_22234,,,26
21652,4131045,1545948,2,2011,Black,M,22-30,Unlawful Possession of a Firearm,Weapon,,M7,Incarceration,18,0,18,0,100,0,0,0,Felony_Sentences_22235,,,26
21653,5727617,9725188,1,2011,Black,M,51-60,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,16,0,16,0,100,,,,Felony_Sentences_22236,,,55
21654,482840,8674327,1,2011,Black,M,18-21,Robbery,Violent,,M8,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22237,,,19
21655,1749292,6433855,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,16,10,6,18,100,,,,Felony_Sentences_22238,,,26
21656,1749292,6433855,2,2011,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,16,10,6,18,100,,,,Felony_Sentences_22239,,,27
21657,4908134,9888173,1,2011,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22240,,,26
21658,3575902,6272187,1,2011,Black,M,31-40,Assault with Significant Bodily Injury,Violent,,M8,Short Split,14,11,3,12,100,0,0,0,Felony_Sentences_22241,,,35
21659,2809155,9723138,1,2011,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,22,0,22,0,100,,,,Felony_Sentences_22242,,,45
21660,3328215,2287213,1,2011,Black,M,18-21,Burglary Two,Property,,M8,Short Split,24,21,3,18,100,,,,Felony_Sentences_22243,,,19
21661,1548982,1983008,1,2011,Black,M,31-40,Contempt - Felony,Other,,M9,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22244,,,34
21662,5578007,5053440,1,2011,Black,M,22-30,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22245,,,25
21663,5589077,5882535,1,2011,Black,F,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,,,,Felony_Sentences_22246,,,54
21664,1484988,4734119,1,2011,Black,M,22-30,Burglary Two,Property,,M8,Short Split,8,8,1,18,100,0,0,0,Felony_Sentences_22247,,,24
21665,3813278,8697093,1,2011,Black,M,41-50,Burglary Two,Property,,M8,Incarceration,16,0,16,0,100,,,,Felony_Sentences_22248,,,44
22213,2514643,8409750,1,2010,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D2,Probation,20,20,0,12,150,,,,Felony_Sentences_22249,,,26
22214,759502,9793918,4,2010,Black,M,31-40,First Degree Sex Abuse- Force,Sex,,M6,Incarceration,20,0,20,0,100,0,0,0,Felony_Sentences_22250,,,33
22215,759502,9793918,7,2010,Black,M,31-40,Incest,Sex,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_22251,,,36
22216,759502,9793918,11,2010,Black,M,31-40,Incest,Sex,,M7,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_22252,,,36
22217,728228,6880366,1,2010,Black,M,22-30,Assault On A Police Officer,Violent,,M7,Incarceration,4,0,4,0,100,,,,Felony_Sentences_22253,,,26
22218,9831123,6446938,4,2010,Black,M,22-30,Felon in Possession,Weapon,,M7,Incarceration,18,0,18,0,100,,,,Felony_Sentences_22254,,,26
22219,9289235,6037731,1,2010,Black,M,18-21,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Incarceration,15,0,15,0,100,,,,Felony_Sentences_22255,,,20
22220,4484546,2929941,1,2010,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,,Felony_Sentences_22256,,,39
22221,6847986,9176290,1,2010,Black,M,18-21,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,14,0,14,0,100,,,,Felony_Sentences_22257,,,19
22222,6514052,6496517,1,2010,Black,M,22-30,Arson,Property,,M6,Incarceration,54,0,54,0,100,,,,Felony_Sentences_22258,,,28
22223,6514052,6496517,2,2010,Black,M,22-30,Destruction of Property over $200,Property,,M8,Incarceration,24,0,24,0,100,,,,Felony_Sentences_22259,,,23
22224,5983302,3722306,1,2010,Black,M,41-50,Burglary One,Property,,M3,Incarceration,216,0,216,0,100,0,0,0,Felony_Sentences_22260,,,45
22225,5983302,3722306,2,2010,Black,M,41-50,Kidnapping,Violent,,M3,Incarceration,216,0,216,0,100,0,0,0,Felony_Sentences_22261,,,45
22226,5983302,3722306,3,2010,Black,M,41-50,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,240,0,240,0,100,0,0,0,Felony_Sentences_22262,,,45
22227,5983302,3722306,4,2010,Black,M,41-50,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,240,0,240,0,100,0,0,0,Felony_Sentences_22263,,,44
22228,5983302,3722306,5,2010,Black,M,41-50,First Degree Sex Abuse- Force,Sex,,M2,Incarceration,240,0,240,0,100,0,0,0,Felony_Sentences_22264,,,45
22229,5983302,3722306,9,2010,Black,M,41-50,Theft First Degree,Property,,M8,Incarceration,36,0,36,0,0,0,0,0,Felony_Sentences_22265,,,48
22230,6915075,1966654,1,2010,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_22266,,,26
22231,3738742,8616044,1,2010,Other or Unknown,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,48,0,48,0,100,,,,Felony_Sentences_22267,,,25
22232,4405251,601297,1,2010,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,,,,Felony_Sentences_22268,,,58
22233,4405251,601297,2,2010,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,,,,Felony_Sentences_22269,,,52
22234,9364034,7621705,2,2010,Black,M,22-30,Carry Dang Weapon-Outside Home/Business,Weapon,,M8,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_22270,,,29
22235,9364034,7621705,3,2010,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Incarceration,36,0,36,0,100,0,0,0,Felony_Sentences_22271,,,25
22236,7543842,3184518,1,2010,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,0,0,0,Felony_Sentences_22272,,,37
22237,7186059,502881,1,2010,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,34,0,34,0,100,,,,Felony_Sentences_22273,,,57
22238,7186059,502881,2,2010,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D2,Incarceration,34,0,34,0,100,,,,Felony_Sentences_22274,,,54
22239,7186059,502881,3,2010,Black,M,51-60,Offenses Committed During Release,Other,,M9,Incarceration,15,0,15,0,100,,,,Felony_Sentences_22275,,,57
22240,302439,9221561,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,30,0,30,0,100,0,0,0,Felony_Sentences_22276,,,45
22241,5420250,2606140,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,15,0,15,0,100,,,,Felony_Sentences_22277,,,45
22242,4105136,3480665,1,2010,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,12,0,12,0,100,,,,Felony_Sentences_22278,,,43
22243,8076867,7877449,1,2010,Black,M,22-30,Felon in Possession,Weapon,,M7,Incarceration,32,0,32,0,100,,,,Felony_Sentences_22279,,,23
